Title,Author,Genre,Price,Rating,Description,Picture,cluster
"Report of the Auditor General, Secretary of the Commonwealth and the State Treasurer on the Tax Laws of the State, Made in Compliance with Joint Resolutions of the Legislature, Approved April 12, 1867",Pennsylvania. Office of the Auditor General,Taxation,,,,http://books.google.com/books/content?id=ioIfAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2
A Report to the Joint State Government Commission (of the General Assembly) by Its Committee on Continuation of the Tax Study,Pennsylvania. General Assembly. Joint State Government Commission. Committee on Continuation of the Tax Study,"Finance, Public",,,,http://books.google.com/books/content?id=tVxMAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2
The Civilisation of the Period of the Renaissance in Italy,"Jacob Burckhardt, Samuel George Chetwynd Middlemore",History,,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work is in the ""public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=7NWLzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1
"Report from the Select Committee on the Growth of Cotton in India; Together with the Minutes of Evidence, Appendix, and Index",Great Britain. Parliament. House of Commons. Select Committee on the Growth of Cotton in India,Cotton growing,,,,https://placehold.co/120x180?text=No+Image,2
Standing at the Edge,Joan Halifax,Philosophy,,,"""[This book is] an ... examination of how we can respond to suffering, live our fullest lives, and remain open to the full spectrum of our human experience""--Amazon.com.",http://books.google.com/books/content?id=jLVTDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2
The Lantern of the Path,Imam Ja`far Al-Sadiq,Religion,,,"IMAM JA`FAR AL-SADIQ The sixth Imam in the line of the Twelve Imams descended from the Prophet Muhammad, Imam Ja`far ibn Muhammad al-Sadiq (702-765 C.E. or 17th Rabi` al-Awwal 83 AH - 15th Shawwal 148 AH) was the founder of the Ja`fari School of Islamic Law and a renowned scholar of his age. His father was the Imam Muhammad al-Baqir and his mother, Farwa, was a great-granddaughter of Abu Bakr. He lived in Arabia in the eighth century. He devoted his attention to interpreting divine utterances and applied himself to such controversial subjects as iraadah (free will) and qadr (the power to direct one's own actions). He is regarded as one of the greatest of the imams and is also revered by the Naqshbandi Sunni Sufi chain. THE LANTERN OF THE PATH The Lantern of The Path comprises ninety-nine chapters. Each one is a threshold to the next, guiding the reader through the broad spectrum of ageless wisdom, like a lantern along the path of reality. The author illuminates the inner meanings of outer practices which range from practical everyday acts of behavior, to the practices of worship, morals and ethics, and the pillars of religion. Practical and profound, this concise volume is a useful guide for those who wish to cultivate their inner being. accompanying commentary, students and adepts alike can now gain a profounder understanding of these timeless teachings from the wellspring of the heart of Islam.",http://books.google.com/books/content?id=jV-4wgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2
JOURNALS OF EXCURSIONS IN THE,William 1787-1854 Brockedon,History,,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=m8g_vgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1
The Iconography of Independence,"Robert Holland, Susan Williams, Terry Barringer",History,,,"This book explores the phenomenon of Independence Days. These rituals had complex meanings both in the territories concerned and in Britain as the imperial metropole, where they were extensively reported in the press. The text is concerned with the political management, associated rhetoric and iconography of these seminal celebrations. The focus is therefore very much on political culture in a broad sense, and changing perceptions and presentations over time. Highlights of the book include an overview by David Cannadine relating the topic to ornamentalism, invented tradition and transitions in British culture. Although the book is mainly concerned with the British Empire, Martin Shipway âe"" a leading historian and cultural analyst of French decolonization âe"" contributes an acute summary of how the same âe~momentâe(tm) was handled differently in the other great European empires. There are detailed and lively studies by noted specialists of the immediate coming of Independence to India/Pakistan, Malaya, Ghana, Zimbabwe, and Guyana. The book includes a thematic focus on the important role of representatives of the British monarchy in legitimating transfers of sovereignty at their point of climax. This book was published as a special issue of The Round Table.",http://books.google.com/books/content?id=O4SmlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1
The Civil Wars 1640-9,Angela Anderson,Great Britain,,,"This title opens with an interpretation of the war and its causes, then moves on to consider the progression from crisis to conflict, as events moved from war in 1642 to the execution of Charles I in 1649. It analyzes the parliamentary victory and asks whether there was a British Revolution.",http://books.google.com/books/content?id=uSusQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2
The French in the Heart of America (Classic Reprint),John Finley,History,,,"Excerpt from The French in the Heart of America These are the regions we are to explore, and these are the men with whom we are to begin the journey. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",http://books.google.com/books/content?id=wS7qtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1
Twenty-Five Years in the Secret Service,Henri le Caron,Biography & Autobiography,,,"Excerpt from Twenty-Five Years in the Secret Service: The Recollections of a Spy IT has seemed good 1n the Slght of many people that I should place on record, ln some permanent and acceptable form, the story of my eventful Me And so I am about to vxrlte a book The task 15 a dar1ng one - perhaps the most darlng of the many strange and unlocked-for 1nc1dents wh1ch have marked my career of adventure I approach It w1th no llght heart, but rather W1th a keen apprec1at10n of all lts d1fficult1es. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",http://books.google.com/books/content?id=YDWNDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
Orders of the Day of the Legislative Assembly of British Columbia,British Columbia. Office of the Ombudsman,British Columbia,,,,http://books.google.com/books/content?id=MxqdbLbQuD0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2
The Invitation in Art,Adrian Stokes,Art,,,"Tavistock Press was established as a co-operative venture between the Tavistock Institute and Routledge & Kegan Paul (RKP) in the 1950s to produce a series of major contributions across the social sciences. This volume is part of a 2001 reissue of a selection of those important works which have since gone out of print, or are difficult to locate. Published by Routledge, 112 volumes in total are being brought together under the name The International Behavioural and Social Sciences Library: Classics from the Tavistock Press. Reproduced here in facsimile, this volume was originally published in 1965 and is available individually. The collection is also available in a number of themed mini-sets of between 5 and 13 volumes, or as a complete collection.",http://books.google.com/books/content?id=UZIGLAhIiqAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
Evening in the Palace of Reason,James R. Gaines,Biography & Autobiography,,,Tells the story of the history-making meeting between scorned master composer Johann Sebastian Bach and Prussia's Frederick the Great.,http://books.google.com/books/content?id=hGKfPdVCUrAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
The Selfish Giant,"Oscar Wilde, Dan Goeller",Children's stories,,,A once selfish giant welcomes the children to his previously forbidden garden and is eventually rewarded by an unusual little child.,http://books.google.com/books/content?id=aZN6DwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2
The Devil Behind the Mirror,Steven Gregory,History,,,"""In his stunningly vivid picture of communities grappling with the demons of economic globalization, Gregory shows how peoples' livelihoods are devalued and torn asunder when they are exposed to the rough justice of the market. An absorbing case study and an ethnographic tour de force.""--Andrew Ross, author of Fast Boat to China: Corporate Flight and the Consequences of Free Trade ""Steven Gregory has done it again. Globalization, tourism, citizenship, gender, work, media, urban development--no topic is left untouched in this gifted and much awaited ethnography. This work is sure to illuminate and teach us much about the contemporary workings of neoliberalism and power in the Caribbean and Latin America.""--Arlene Dávila, author of Barrio Dreams: Puerto Ricans, Latinos, and the Neoliberal City ""For small countries, globalization glitters with the promise of deliverance from entrenched poverty. But in the Dominican Republic, Steven Gregory finds a crazy quilt of tourist development that fixes labor, racial, and gender inequalities in place. With wit and flair, ordinary folks mock and challenge the deceptive surfaces of globalization. Gregory has written an important account of how globalization creates hope and yet hurts people in poor countries.""--Aihwa Ong, author of Buddha Is Hiding: Refugees, Citizenship, the New America, and Neoliberalism as Exception: Mutations in Citizenship and Sovereignty ""The Devil behind the Mirror is a truly great book. Steven Gregory powerfully reveals the myriad ways in which poor--but always resourceful--people in one particular place live in, through, and against the effects of globalization. In the process, Gregory demonstrates the continuing, and indeed increasingly urgent, value of on-the-ground ethnographic research in the contemporary world. Linking global dynamics with real people's lives, the book is both brilliantly argued and beautifully written.""--Sherry B. Ortner. author of New Jersey Dreaming",http://books.google.com/books/content?id=XSgNtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1
Bloodied Banners,Robert W. Jones,Antiques & Collectibles,,,"Groundbreaking reassessment of the role played by armour, weapons and heraldry in medieval warfare, showing their cultural as well as military significance. `A penetrating investigation of medieval martial display... The reader is struck by its originality, and by its sophisticated and critical interpretative engagement with historical and literary sources. Particularly notable is the author's subtle exploration of the function of armour: not only its practical role, but as a form of display... A refreshingly different approach to the world of the medieval combatant and his place within that ""host of many colours"" that was a medieval army, it adds a new dimension to our understanding of medieval warfare.' Dr ANDREW AYTON, Senior Lecturer in History, University of Hull The medieval battlefield was a place of spectacle and splendour. The fully-armed knight, bedecked in his vivid heraldic colours, mounted on his great charger, riding out beneath his brightly-painted banner, is a stock image of war and the warrior in the middle ages. Yet too often the significance of such display has been ignored or dismissed as the empty preening of a militaristic social elite. Drawing on a broad range of source material and using innovative historical approaches, this book completely re-evaluates the way that such men and their weapons were viewed, showing that martial display was a vital part of the way in which war was waged in the middle ages. It maintains that heraldry and livery served not only to advertise a warrior's family and social ties, but also announced his presence on the battlefield and right to wage war. It also considers the physiological and psychological effect of wearing armour, both on the wearer and those facing him in combat, arguing that the need for display in battle was deeper than any medieval cultural construct and was based in the fundamental biological drives of threat and warning. ROBERT W. JONES gained his PhD from Cardiff University.",http://books.google.com/books/content?id=Ap8t8-QCUr4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2
The Murder at the Vicarage,Agatha Christie,Mystery,,,2 books in 1.,https://placehold.co/120x180?text=No+Image,2
"The Williams & Wilkins Co., Plaintiff V. the United States, Defendant",National Education Association of the United States,Copyright infringement,,,,http://books.google.com/books/content?id=sYY_AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2
"Constitution, Proceedings, and Address of the Young Men's Bible Association of the City and County of Philadelphia, for the Spread of the Scriptures in South America",Young Men's Bible Association for the Spread of the Scriptures in South America,Bible,,,,https://placehold.co/120x180?text=No+Image,2
A Balthus Notebook,Guy Davenport,Art,,,"In his 1989 book on Balthus—the storied and controversial artist who worked in Paris throughout the twentieth century—Guy Davenport gives one of the most nuanced, literary, and compelling readings of the work of this master. Reading it today highlights the change in perspectives on sexuality and nudity in art in the past thirty years. Written over several years in his notebooks, Davenport’s distinct reflections on Balthus’s paintings try to explain why his work is so radical, and why it has so often come under scrutiny for its depiction of girls and women. Davenport throws the lens back on the viewer and asks: is it us or Balthus who reads sexuality into these paintings? For Davenport, the answer is clear: Balthus may indeed show us periods in adolescent development that are uncomfortable to view, but the eroticization exists primarily on the part of the viewer. Arguing that Balthus’s figures are erotic only if we make them so, and that their innocence is more present than anything pornographic in them, Davenport posits that the paintings hold up a mirror to our own perversities and force us, difficultly, to confront them. He writes, “The nearer an artist works to the erotic politics of his own culture, the more he gets its concerned attention. Gauguin’s naked Polynesian girls, brown and remote, escape the scandal of Balthus’s, although a Martian observer would not see the distinction.” Davenport’s critique helps us understand Balthus in our times—something we need more than ever as we crucially confront sexual politics in visual art.",http://books.google.com/books/content?id=cvLwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
A Summer Secret,Kathleen Fuller,Juvenile Fiction,9.99 EUR,4.0,"In the Mysteries of Middlefield series, readers will be immersed into exciting mysteries and authentic Amish culture. With a twin brother and five younger brothers, Mary Beth Mullet’s house is in constant chaos. Her parents don’t seem to mind the noise, but she needs a break from all the pestering and babysitting. It’s the summer before eighth grade, and Mary Beth plans to escape to her secret place as much as possible. The old barn in the neighboring field is dangerous, and her parents have forbidden her to go there, but she escapes to it as often as she can. Mary Beth soon discovers she is not alone in the barn. Someone is living there; someone who needs help. Can Mary Beth help the stranger without losing her secret place? And what if the barn is as dangerous as her parents say it is? Readers will identify with Mary Beth’s struggles for peace and independence and be engrossed in the excitement and danger of A Summer Secret.",http://books.google.com/books/content?id=AGA47pKIYPIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
A Draft International Criminal Code and Draft Statute for an International Criminal Tribunal,M. Cherif Bassiouni,Law,,,"Text no. 1: The variety of topics covered & the quality of the contributors make these two volumes a necessary part of any law library in the world. The essays are designed to overlap in the well-tested & established fields & branches of law dealing with contemporary issues which lawyers, diplomats, political scientists, politicians & research scholars are familiar with. The essays fully demonstrate the depth of knowledge of the eminent professors & specialists who have written them. The two volumes of essays are divided into seven parts. Volume One, entitled Contemporary International Law & Human Rights , focuses essentially on subjects relating to International Law & is divided into three sections. Part one of the first volume encompasses Topics in International Law such as Some New Thoughts on the Codification of International Law by his Excellency Judge Roberto Ago; Evidence in the Procedure of the International Court of Justice: The Role of the Court by His Excellency Judge Manfred Lachs; The Validity of International Law: an Empirical Experiment by Professor Georg Schwarzenberger, with a particularly engaging & incisive Introduction to the two volumes of Essays by Professor Ian Brownlie, Q.C. Human rights subjects still hold pride of place in the thinking of many legal experts & scholars & that is clearly reflected here. The title of the second volume is African Law & Comparative Public Law. Part Five of the essays contains topics of interest in the African Legal system which has its roots in the British Common Law System. Constitutional Law is broadly covered in part six which forms a section of its own in Volume Two. Text no. 2: This Festschrift pays tribute to Judge Taslim Olawale Elias, the leading African exponent of International Law to date. The two volumes of essays are divided into seven parts. The first volume focuses essentially on subjects relating to International Law & is divided into three sections. Part one of the first volume encompasses Topics in International Law such as Some New Thoughts on the Codification of International Law by His Excellency Judge Roberto Ago; Evidence in the Procedure of the International Court of Justice: The Role of the Court by His Excellency Jugde Manfred Lachs; The Validity of International Law: an Empirical Experiment by Professor Georg Schwarzenberger, with a particularly engaging & incisive Introduction to the two volumes of Essays by Professor Ian Brownlie, Q.C. Human Rights subjects still hold the pride of place in the thinking of many legal experts & scholars which is clearly reflected here. The title of the second volume is African Law & Comparative Public Law. Part five of the essays contains topics of interest in African Legal system which took its roots from the British Common Law System. Constitutional Law is bloadly covered in part six which forms a section of its own in volume two. Quite apart from the variety of topics covered in this festschrift, the quality of the contributors to it, makes the whole exercise a necessary part of an important collection of any law library in the world. The framework of the essays suggest that they are designed to overlap in the well-tested & established field of law & those branches of law dealing with contemporary issues which lawyers, diplomats, political scientists, politicians & research scholars are familiar with. The richness of the festschrift is matched only by the mutually reinforcing manner in which the presentation was made. The essays fully demonstrate the depth of knowledge of the eminent professors & specialists wh",http://books.google.com/books/content?id=-QaS3Nkqw5oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
A Flat Iron for a Farthing,Juliana Horatia Ewing,Boys,,,,http://books.google.com/books/content?id=ow5HAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
A Wife's Duty,Amelia Opie,Fiction,,,"Amelia Alderson Opie's ""A Wife's Duty: A Tale"" explores the complexities of marriage and the moral dilemmas faced by women in the 19th century. This compelling work of domestic fiction offers a glimpse into the social expectations and pressures that shaped women's lives during this period. A significant contribution to literary fiction, ""A Wife's Duty"" presents a nuanced social commentary through its narrative. Opie masterfully crafts a story that resonates with timeless themes of duty, love, and the challenges of navigating societal constraints. Discover a richly drawn world where personal desires clash with the demands of convention in this classic tale of 19th-century life. This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=RxBH0QEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,5
Hugh Memoirs of a Brother (Classic Reprint),Arthur Christopher Benson,Biography & Autobiography,,,"Excerpt from Hugh Memoirs of a Brother Moreover, his family affection was very strong; when he became a Catholic, we all of us felt, including himself, that there might be a certain separation, not of affection, but of occupations and interests; and he himself took very great care to avoid this, with the happy result that we saw him, I truly believe, more often and more intimately than even before. Indeed, my own close companionship with him really began when he came first as a Roman Catholic to Cambridge. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",http://books.google.com/books/content?id=ZjS4swEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
A Walk to Remember,Pasquale De Marco,Travel,2.72 EUR,,"**A Walk to Remember** is a celebration of the human spirit of exploration. It tells the stories of men and women who have risked their lives to push the boundaries of human knowledge and experience. From Christopher Columbus to Neil Armstrong, from Ferdinand Magellan to Sir Edmund Hillary, these explorers have faced incredible challenges and overcome unimaginable obstacles. They have sailed across uncharted seas, climbed towering mountains, and ventured into the depths of space. Their stories are filled with adventure, danger, and triumph. They are stories that inspire us to dream big and to never give up on our dreams. In **A Walk to Remember**, you will learn about: * The motivations that drove these explorers to risk their lives * The challenges they faced and the obstacles they overcame * The triumphs they achieved and the legacy they left behind You will also be inspired by their indomitable spirit, their unwavering determination, and their insatiable curiosity. **A Walk to Remember** is a must-read for anyone who loves adventure, history, or the human spirit. It is a book that will leave you feeling inspired and motivated to achieve your own dreams. If you like this book, write a review!",http://books.google.com/books/content?id=NxJ-EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
Adventures in Kaphornia 01 - Draconian Rhapsody,Christian Lonsing,Games & Activities,4.49 EUR,,"Countess Esmeralda of Belzheim has a problem: She needs a dragon, alive and within 7 days. Are the heroes who have just arrived in Kaphornia brave enough to face this dangerous challenge? Draconian Rhapsody is a complete game providing 3 hours of humorous, adventurous entertainment for you and 3 or 4 friends for the price of two movie tickets. With simple rules, and all the preparation done for you, you can jump straight into the adventure. You will be playing within half an hour of opening the book.",http://books.google.com/books/content?id=pvp4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
Madame Fromage's Adventures in Cheese,Tenaya Darlington,Cooking,12.99 EUR,,"A transporting guide to all things cheese, from how and where it's made to how to truly taste it Meet Madame Fromage, aka Tenaya Darlington. A charming, witty, deeply knowledgeable and, above all, passionate caseophile—a fancy way of saying cheese lover—she’s here to teach us pretty much everything we need to know about choosing cheese, tasting it, pairing it, and sharing it. Structured around the concept of eight tasting journeys, Madame Fromage takes us on tours through the cheese world. We skydive into fresh cheeses, like chevres, ricotta, and buffalo mozzarella. Trek through the Alpines, with its Emmentalers and Gruyeres. Go spelunking into stinky cheeses like Taleggio, Pont-l’Eveque, and the rank Langres. Take a geological adventure with aged cheeses, including Parmigiano Reggiano and Manchego, and hop on a blue cheese rock ’n’ roll tour—with their piercings and weird markings, these funky gorgonzolas, Roqueforts, and Stiltons are the rock stars of the cheese world. They also pair well with bourbon and elevate a burger, not to mention a wedge salad. Along the way we learn about pasture-raised animals, spend time with fearless cheesemakers, discover tips on creating next-level boards for every style of cheese. And find a bucket-list of 25 greats readers will want to tick off, one by one. For any curd nerd whose eyes light up at the mere mention of triple crème, it’s a journey that can’t be missed.",http://books.google.com/books/content?id=cE-pEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
Realism in Daniel De Foe's Narratives of Adventure,Gerridina Roorda,"Adventure stories, English",,,,http://books.google.com/books/content?id=Z3ZaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2
Illustrations of Northern Antiquities,"Henry William Weber, Robert Jamieson, Walter Scott",English literature,,,,http://books.google.com/books/content?id=dQ1aAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
Atari Design,Raiford Guins,Design,27.63 EUR,,"Drawing from deep archival research and extensive interviews, Atari Design is a rich, historical study of how Atari's industrial and graphic designers contributed to the development of the video game machine. Innovative game design played a key role in the growth of Atari – from Pong to Asteroids and beyond – but fun, challenging and exciting game play was not unique to the famous Silicon Valley company. What set it apart from its competitors was innovation in the coin-op machine's cabinet. Atari did not just make games, it designed products for environments. With “tasteful packaging”, Atari exceeded traditional locations like bars, amusement parks and arcades, developing the look and feel of their game cabinets for new locations such as fast food restaurants, department stores, country clubs, university unions, and airports, making game-play a ubiquitous social and cultural experience. By actively shaping the interaction between user and machine, overcoming styling limitations and generating a distinct corporate identity, Atari designed products that impacted the everyday visual and material culture of the late 20th century. Design was never an afterthought at Atari.",http://books.google.com/books/content?id=RT72DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
The Literature Lover's Book of Lists,Judie L. H. Strouf,Education,,,"Wonderful for browsing, and invaluable for finding specific information, Literature Lovers Book of Lists is a compendium of useful and sometimes whimsical information for anyone who loves books and loves to read, at any age or reading level. It is organized into nine sections and provides nearly 200 lists relating to genres, authors, characters and settings, awards, literary terms with their definitions and much more. There are even lists of books of prose and poetry available on audiocassettes. If it has to do with literature, this book has the answers. What book has had the longest run on The New York Times best-seller list? Who is the only four-time winner of the Pulitizer Prize for drama? What is the complete list of Shakespeare's plays and poems? Who are some of the most notable African American authors? What are the three main variations of the sonnet? What famous writers belonged to The Bloomsbury Group? Literature Lovers Book of Lists is both exciting and informative at the same time.",http://books.google.com/books/content?id=XRj-EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
Education Management and Management Science,Dawei Zheng,Business & Economics,96.29 EUR,,"This proceedings volume contains selected papers presented at the 2014 International Conference on Education Management and Management Science (ICEMMS 2014), held August 7-8, 2014, in Tianjin, China. The objective of ICEMMS2014 is to provide a platform for researchers, engineers, academicians as well as industrial professionals from all over the wo",http://books.google.com/books/content?id=j_YOCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
"Universal Decay: Dead Stars Rule Book, Revised, 2nd Edition",Jay Barrell,Crafts & Hobbies,,,"Dead Stars is a science fiction horror role-playing game powered by the alternate d20 Universal Decay rules system. Pick a race - from the ever-familiar humans to the amorphous gorbrasch or sleazy helizara - strap on some personal armor and pick up a sliver rifle or get a cerebral computer implant and grab your toolkit. Or both. Then get together with your friends to face a universe of dangers, wonders, opportunities, and quite possibly a messy death. This book contains everything you will need to play or run a game in Dead Stars as well as rules for using the Universal Decay system in alternate genres, incorporating everything from swords and sorcery to vehicle energy weapons, personal armor, nanotechnology and starships.",http://books.google.com/books/content?id=i2MwBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
Adventures of Don Quixote de la Mancha,Miguel de Cervantes Saavedra,Knights and knighthood,,,,http://books.google.com/books/content?id=4Pb5S1FzllIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
Adventures of Don Quixote De La Mancha,Miguel De Cervantes Saavedra,Fiction,,,"Reprint of the original, first published in 1875.",http://books.google.com/books/content?id=xlreEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,5
Teaching Lifetime Outdoor Pursuits,"Jeff Steffen, Jim Stiehl",Education,,,"Do you want to help your middle and high school students become more resilient and patient, acquire new skills, and sharpen their problem-solving abilities while feeling competent and good about themselves? If you do, then TeachingLifetime Outdoor Pursuits is the ideal tool for you. Editors Jeff Steffen and Jim Stiehl are nationally known physical educators with extensive experience in outdoor education teaching and teacher training. They brought together some of the nation's foremost experts in specific outdoor pursuits--such as bouldering, caving, rock climbing, and orienteering--to craft a book designed for physical educators who either have outdoor programs or who want to use outdoor activities in their traditional PE programs. The 12 topics included in Teaching Lifetime Outdoor Pursuits represent the outdoor pursuits that show the greatest growth in traditional PE programs. With each pursuit, students can challenge themselves and spend time outside of the customary classroom context while sharing an adventure with their teachers that can create a profoundly different student-teacher relationship. Teaching Lifetime Outdoor Pursuits is a comprehensive resource whose ideas and content can be incorporated into a traditional PE program regardless of geographic location. The activities for each pursuit align with NASPE content standards. For each pursuit, you are given detailed information on equipment needed, basic skills and techniques required, teaching strategies, safety considerations, and additional resources. In addition, Teaching Lifetime Outdoor Pursuits offers * clear instruction on what to teach, how to teach it, and how to assess student learning; * an attached CD-ROM that supplies objectives, sample lessons, sample assessments, and universal programming ideas for each outdoor pursuit presented in the book; and * information to help you advocate for adding outdoor activities to your program. This authoritative resource will help you ""leave no child inside"" as you teach pursuits that not only get kids outside now but also help them develop a lifetime habit of outdoor enjoyment.",http://books.google.com/books/content?id=oIvgICgXXjQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
"Heroes of the Plains, Or, Lives and Wonderful Adventures of Wild Bill, Buffalo Bill, Kit Carson, Capt. Payne, Capt. Jack, Texas Jack, California Joe, and Other Celebrated Indian Fighters, Scouts, Hunters and Guides",James William Buel,Frontier and pioneer life,,,,http://books.google.com/books/content?id=tfpAAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
Elephants - Land Giants,Carl Sommer,Juvenile Nonfiction,0.9 EUR,,"Discover the majestic world of elephants in Elephants—Land Giants! This fascinating book takes readers on a journey into the lives of African elephants, the largest and heaviest land animals on Earth. Learn about their incredible social behavior, their powerful tusks, and their unique ways of cooling down, from splashing in water to rolling in mud and sand. Elephants are more than just land giants—they are skilled swimmers who can travel up to 30 miles in water and use their trunks for everything from drinking to comforting their friends. Explore the differences between African and Asian elephants, discover how elephants migrate to find food, and see how their tusks protect them from predators like lions. From their role in forests as workers to their place in tourism as stars of rides and shows, elephants continue to amaze us with their intelligence and strength. Whether you're interested in their family dynamics, their love of water, or their ability to help humans, this book offers something for everyone.",http://books.google.com/books/content?id=yMtMEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
"Cases Decided in the Court of Session, Court of Justiciary, and House of Lords",Scotland. Court of Session,"Law reports, digests, etc",,,Vols. for 1847/48-1872/73 include cases decided in the Teind Court; 1847/48-1858/59 include cases decided in the Court of Exchequer; 1850/51- included cases decided in the House of Lords; 1873/74- include cases decided in the Court of Justiciary.,http://books.google.com/books/content?id=cdg2AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2
